date,portfolio_value,daily_return
2025-02-22 00:00:00+00:00,10000.0,0.0
2025-02-23 00:00:00+00:00,10071.422919170785,0.0071422919170783805
2025-02-24 00:00:00+00:00,10161.573434516251,0.008951120022362202
2025-02-25 00:00:00+00:00,10305.659929917454,0.014179545749458261
2025-02-26 00:00:00+00:00,10390.407546482025,0.008223405113392979
2025-02-27 00:00:00+00:00,10384.305581673561,-0.0005872690538044067
2025-02-28 00:00:00+00:00,10386.18667925261,0.00018114813400441077
2025-03-01 00:00:00+00:00,10524.169576365031,0.013285231757681981
2025-03-02 00:00:00+00:00,10596.316132370162,0.0068553205534767625
2025-03-03 00:00:00+00:00,10720.097817484351,0.011681577216826666
2025-03-04 00:00:00+00:00,10741.025532038984,0.001952194365288179
2025-03-05 00:00:00+00:00,10729.468367256815,-0.001075983363757388
2025-03-06 00:00:00+00:00,10604.989226945281,-0.011601613057680427
2025-03-07 00:00:00+00:00,10464.89120106388,-0.013210576916517613
2025-03-08 00:00:00+00:00,10483.325224566925,0.0017615112425795332
2025-03-09 00:00:00+00:00,10454.43922152411,-0.0027554237252052083
2025-03-10 00:00:00+00:00,10420.155185336509,-0.0032793759149715718
2025-03-11 00:00:00+00:00,10371.123676796788,-0.004705448975339532
2025-03-12 00:00:00+00:00,10446.127013598823,0.0072319392902276125
2025-03-13 00:00:00+00:00,10395.930010896165,-0.004805321880282515
2025-03-14 00:00:00+00:00,10450.264500456302,0.005226515521284308
2025-03-15 00:00:00+00:00,10386.712356808906,-0.0060813909202603045
2025-03-16 00:00:00+00:00,10481.765717517552,0.009151438630755349
2025-03-17 00:00:00+00:00,10479.30529369978,-0.0002347337160629459
2025-03-18 00:00:00+00:00,10493.372953866849,0.001342422972973989
2025-03-19 00:00:00+00:00,10343.040370930492,-0.014326430938581963
2025-03-20 00:00:00+00:00,10348.276959909295,0.0005062910702272883
2025-03-21 00:00:00+00:00,10234.298514704957,-0.01101424378627544
2025-03-22 00:00:00+00:00,10104.98730430319,-0.012635082923950991
2025-03-23 00:00:00+00:00,10052.479115929256,-0.005196264655530358
2025-03-24 00:00:00+00:00,10078.751335758358,0.002613506531684351
2025-03-25 00:00:00+00:00,10069.256899349484,-0.0009420250676478725
2025-03-26 00:00:00+00:00,9816.016698503205,-0.02514984009024937
2025-03-27 00:00:00+00:00,10105.678369514197,0.029509084989144507
2025-03-28 00:00:00+00:00,10066.21396545621,-0.003905171193359952
2025-03-29 00:00:00+00:00,10055.574886397202,-0.0010569096877453
2025-03-30 00:00:00+00:00,10140.829087660379,0.008478302058940873
2025-03-31 00:00:00+00:00,10237.579607813483,0.009540691329748663
2025-04-01 00:00:00+00:00,10217.406211829011,-0.0019705239673130093
2025-04-02 00:00:00+00:00,9960.0658717475,-0.025186464621870575
2025-04-03 00:00:00+00:00,9939.03566011332,-0.0021114530671761667
2025-04-04 00:00:00+00:00,9884.061634928208,-0.005531122642585179
2025-04-05 00:00:00+00:00,9893.23337539825,0.0009279323428773301
2025-04-06 00:00:00+00:00,9824.921198742013,-0.006904939372612939
2025-04-07 00:00:00+00:00,9799.23433415915,-0.0026144601125301647
2025-04-08 00:00:00+00:00,9912.975622659835,0.011607160786449938
2025-04-09 00:00:00+00:00,9891.821862215207,-0.002133946581717866
2025-04-10 00:00:00+00:00,9694.100029260058,-0.019988414238473723
2025-04-11 00:00:00+00:00,9768.782718607148,0.007703932198107083
2025-04-12 00:00:00+00:00,9664.855685467659,-0.01063868816956412
2025-04-13 00:00:00+00:00,9667.249329861077,0.0002476647837603152
2025-04-14 00:00:00+00:00,9720.373644009804,0.005495287473824745
2025-04-15 00:00:00+00:00,9769.679598646675,0.005072434089738509
2025-04-16 00:00:00+00:00,9903.205962535878,0.013667425071718725
2025-04-17 00:00:00+00:00,9808.061375835707,-0.009607453087425083
2025-04-18 00:00:00+00:00,9665.132368761751,-0.014572605288349166
2025-04-19 00:00:00+00:00,9763.579870783733,0.010185841048609978
2025-04-20 00:00:00+00:00,9711.45097041384,-0.0053391175224450915
2025-04-21 00:00:00+00:00,9764.52106626923,0.005464692764970802
2025-04-22 00:00:00+00:00,9755.792089252698,-0.000893948300924291
2025-04-23 00:00:00+00:00,9831.411367558592,0.007751218723613285
2025-04-24 00:00:00+00:00,9773.412555854462,-0.005899337291033702
2025-04-25 00:00:00+00:00,9728.645278994323,-0.004580516437252213
2025-04-26 00:00:00+00:00,9726.457650924935,-0.00022486461440968109
2025-04-27 00:00:00+00:00,9768.449834301098,0.00431731519153547
2025-04-28 00:00:00+00:00,10009.657122007262,0.024692483638415696
2025-04-29 00:00:00+00:00,9928.946927470995,-0.008063232691439243
2025-04-30 00:00:00+00:00,10094.221281071525,0.016645708231479733
2025-05-01 00:00:00+00:00,10113.370796217794,0.0018970770119907943
2025-05-02 00:00:00+00:00,9968.38026370144,-0.014336518994297942
2025-05-03 00:00:00+00:00,9861.194489609317,-0.010752576773422812
2025-05-04 00:00:00+00:00,9987.261514585512,0.01278415359407345
2025-05-05 00:00:00+00:00,9829.361869978395,-0.015810104138809095
2025-05-06 00:00:00+00:00,9925.041247730003,0.009734037572046328
2025-05-07 00:00:00+00:00,9872.591074135662,-0.005284630288698994
2025-05-08 00:00:00+00:00,9966.182949305101,0.009479970806714505
2025-05-09 00:00:00+00:00,10187.948554577757,0.022251809584543036
2025-05-10 00:00:00+00:00,10350.938550645978,0.015998313614862703
2025-05-11 00:00:00+00:00,10420.80898131476,0.00675015413596694
2025-05-12 00:00:00+00:00,10270.119918906648,-0.0144603996367563
2025-05-13 00:00:00+00:00,10016.166470193977,-0.024727408318296257
2025-05-14 00:00:00+00:00,9957.80443218628,-0.00582678394786762
2025-05-15 00:00:00+00:00,9966.85366590999,0.0009087579280489255
2025-05-16 00:00:00+00:00,9875.692430139687,-0.009146440674864642
2025-05-17 00:00:00+00:00,9988.771754632367,0.011450267947548942
2025-05-18 00:00:00+00:00,9964.304790893226,-0.0024494466727398856
2025-05-19 00:00:00+00:00,9976.606102188016,0.0012345378381070082
2025-05-20 00:00:00+00:00,10026.52717178962,0.0050038128287587524
2025-05-21 00:00:00+00:00,10037.642642758477,0.0011086062779677164
2025-05-22 00:00:00+00:00,10049.452542920493,0.0011765611291746636
2025-05-23 00:00:00+00:00,9991.7447087954,-0.005742385854217075
2025-05-24 00:00:00+00:00,9967.709631818132,-0.0024054935026625313
2025-05-25 00:00:00+00:00,9963.08325451604,-0.0004641364438751072
2025-05-26 00:00:00+00:00,9932.634635721928,-0.003056144169056224
2025-05-27 00:00:00+00:00,10142.70254359788,0.021149263572069643
2025-05-28 00:00:00+00:00,10223.707379722642,0.007986514025879105
2025-05-29 00:00:00+00:00,10271.441230355289,0.004668937486153046
2025-05-30 00:00:00+00:00,10388.373532505073,0.011384215664322794
2025-05-31 00:00:00+00:00,10591.192417753604,0.019523641945865006
2025-06-01 00:00:00+00:00,10599.458497394055,0.0007804673274175722
